ID,TITLE,BODY
@0,Old Sailor,"""Oh! Hello there sir."""
1,You,"""I have some questions for you."""
11,Old Sailor,"""Who, me? I don't know how much help I'll be, but okay."""
111,You,"""Do you live or work in the area?"""
1111,Old Sailor,"""Aye! I'm a sailor here in Oldport, mostly fishing, sometime tours, odd jobs.""[back11][unlock115]"
112,You,"""Do you recognize the ship?"""
1121,Old Sailor,"""Yessir, that's a gillnetter. Fishing ship, decent enough to get you as far as Pettiget by the looks of it.""[back11]"
113,You,"""Know what could've done this?"""
1131,Old Sailor,"""Ah hell, no clue. We've got a lot of sea beasties in this lake, but us sailors know how to avoid them, so I dunno what changed here.""[back11]"
114,You,"""No further questions.""[end]"
115,You,"[locked] ""Do a lot of people here have odd jobs?"""
1151,Old Sailor,"""Oh for sure, most people I know got a side gig or two. Most commonly quick trips to Pettiget, sometimes passengers, sometimes cargo.""[back11]"
2,You,"""Hello, you are?"""
21,Fred Fiegel,"""Fred Fiegel! Captain of the Betty Blue."""
211,You,"""Do you recognize that ship?"""
2111,Fred Fiegel,"""The specific one? Nah, can't say I do. I'm sure I've probably seen it around here before, but my memory's not what it used to be.""[back21]"
212,You,"""Do you know the area well?"""
2121,Fred Fiegel,"""Like the back of my hand!""[back21][unlock215][unlock216]"
213,You,"""Thanks for your help, that'll be all.""[end]"
214,You,"[locked] ""What can you tell me about the route to Pettiget from here?"""
2141,Fred Fiegel,"""The water's not too treacherous on its own, but the visibility is often bad. Were someone to sail on their own they'd need to be experienced.""[back21]"
3,You,"""Hello, you have a minute?"""
31,Old Sailor,"""Oh sure thing, d'ya need me for something?"""
311,You,"""Just need you to answer some questions."""
3111,You,"""What could've done this to a ship?"""
31111,Old Sailor,"""Oh there's plenty that could've, but I dunno many that would've. We're hardly worth the trouble to eat.""[back311]"
3112,You,"""What was this ship doing out there?"""
31121,Old Sailor,"""Coulda been just out fishing. They might have been doin' some errands, lotta sailors get hired to transport things to and from Pettiget.""[back311]"
3113,You,"""Where would this ship have been sailing?"""
31131,Old Sailor,"""Either sittin' out in the open water, or to Pettiget Island."""
311311,Old Sailor,"""The trip across the lake ain't really viable.""[back311]"
312,You,"""I was wondering if you had any insights?"""
3121,Old Sailor,"""Insights into what? The wreck? Oh jeez I dunno."""
31211,You,"""Just tell me if you know anything useful."""
312111,Old Sailor,"""Well, that's a gillnetter there, doesn't go far, so I dunno what could've wrecked it. Almost nothin' between here and Pettiget attacks us.""[back3121][unlock31214]"
31212,You,"Any clue what caused the wreck?"""""
312121,Old Sailor,"""I mean that's some nasty damage to the hull, no ordinary crash I can tell you that!""[back3121]"
31213,You,"""Nevermind.""[end]"
31214,You,"[locked] ""What sorts of things live between here and Pettiget?"""
312141,Old Sailor,"""Ohhh, the Mahamba and Nguma-monene are the first to mind, but neither would attack a ship like this unless they were like- personally pissed!""[back3121]"
@0,Amelia Watson,"""Can I help you?"""
1,You,"""Yes you can, as a matter of fact."""
11,Amelia Watson,"""Well what do you need?"""
111,You,"""Got any theories to share with me?"""
1111,Amelia Watson,"""Nothing yet, I've gotta take a closer look at this damage and see what could've done something like this.""[back11]"
112,You,"""I just got some questions."""
1121,Amelia Watson,"""Sure thing."""
11211,You,"""How bad's the wreck?"""
112111,Amelia Watson,"""Not the worst, whatever attacked either did a poor job of sinking the ship, or it was just targeting whoever was onboard.""[back1121]"
11212,You,"""What happened to our stiff here?"""
112121,Amelia Watson,"""Had their hand bitten off- or- well, their hand had them bitten off. Wasn't a clean cut either.""[back1121]"
11213,You,"""Care to share your pictures with me?"""
112131,Amelia Watson,"""I'll send them over once I'm done with them.""[getEVIDENCE_CLAWMARKS][back1121]"
11214,You,"""That's all.""[end]"
113,You,"""I'm all set.""[end]"
2,You,"""What're you doing?"""
21,Amelia Watson,"""Investigating, organizing, snapping pictures, that sorta thing."""
211,You,"""How bad's the damage?"""
2111,Amelia Watson,"""Whatever attacked it didn't intend to sink it, I don't think. The marks look like it was getting at something onboard.""[back21]"
212,You,"""What's the deal with the hand?"""
2121,Amelia Watson,"""Bitten clean off- well- not really actually."""
21211,Amelia Watson,"""The body was bitten off the hand, and it wasn't a clean bite either.""[back21]"
213,You,"""I need whatever information you've gathered here."""
2131,Amelia Watson,"""I suppose I could send my photos over once I'm done with them.""[getEVIDENCE_CLAWMARKS][back21]"
214,You,"""That's all I need to know, thanks.""[end]"
@0,David Tsarot,"""Yeah?"""
1,You,"""Hello, is this David Tsarot?"""
11,David Tsarot,"""This is him. What do you want?"""
111,You,"""I have a few questions about your wife, Hillary."""
1111,David Tsarot,"""Ah- alright?"""
11111,You,"""When did you last see Hillary?"""
111111,David Tsarot,"""April 11th, it was really early, she was already leaving when I woke up."""
1111111,David Tsarot,"""She just said she was going to her fitness class, but she never came back. I called the place and they said she didn't arrive, so- I dunno whats up.""[back1111]"
11112,You,"""What does she do for work?"""
111121,David Tsarot,"""She is a seasonal assistant harbormaster- which is to say she didn't do all that much.""[back1111]"
11113,You,"""Does she own a brown fishing jacket?"""
111131,David Tsarot,"""Why would I know that, I mean- maybe?""[back1111]"
11114,You,"""Do you and your wife own a boat?"""
111141,David Tsarot,"""Yeah, I don't get to use it all that often, but she wanted one sooo- yknow how it is.""[back1111][unlock11116]"
11115,You,"""That's all.""[end]"
11116,You,"[locked] ""What type of boat?"""
111161,David Tsarot,"""Oh I dunno the type, it was a nice one, big sail, just for sailing around. Hillary's the one interested in all that stuff I just kinda go along with it.""[back1111]"
2,You,"""I'm calling from the Abra Police Department about Hillary Tsarot."""
21,David Tsarot,"""Oh shit finally, where is she?"""
211,You,"""No no, she hasn't been found, I just need to ask some questions."""
2111,David Tsarot,"""...oh- ok.""[back1111]"
212,You,"""I was going to ask you."""
2121,David Tsarot,"""Hell I dunno! You're the detective here.""[back1111]"
213,You,"""Living it up in Miami now."""
2131,David Tsarot,"""Wha- you-"" click[end]"
3,You,"""Do you have a minute?"""
31,David Tsarot,"""I guess- why?""[back111]"
@0,Eloise DeTour,"""Mrs. DeTour speaking."""
1,You,"""Hello ma'am, I'm calling about Evan Banks."""
11,Eloise DeTour,"""Oh! Do- do you know where he is?"""
111,You,"""Afraid not, I just have some questions."""
1111,You,"""When did you last see Evan?"""
11111,Eloise DeTour,"""April 9th, he didn't say where he was going."""
111111,Eloise DeTour,"""I guess I didn't ask him, but oh how I wish I did. I tried calling him when it got late and nothing, so I called the police.""[back111]"
1112,You,"""What does Evan do for work?"""
11121,Eloise DeTour,"""He works at some dock in Abra City, I couldn't tell you why. He was always more of a fan of the mountains. He doesn't even like the water.""[back111]"
1113,You,"""Does Evan own a brown fishing jacket?"""
11131,Eloise DeTour,"""Fishing jacket? I doubt it, he hated anything to do with the water.""[back111]"
1114,You,"""Does Evan or someone close to him own a boat?"""
11141,Eloise DeTour,"""Own a boat? He's 26! There's no way he could afford a boat, nor any of his friends for that matter.""[back111]"
1115,You,"""That's everything, thanks.""[end]"
112,You,"""I'm calling to figure that out."""
1121,Eloise DeTour,"""I see- very well.""[back111]"
113,You,"""We may have found him."""
1131,Eloise DeTour,"""Oh thank God! Oh I've missed him so much."""
11311,You,"""We found a body, ma'am. Found in a fishing boat."""
113111,Eloise DeTour,"""Oh no-! Wait."""
1131111,Eloise DeTour,"""A fishing boat? Evan didn't fish!"""
11311111,You,"""Would Evan have gone out with a friend?"""
113111111,Eloise DeTour,"""Evan hates being on the sea! This doesn't make any sense."""
1131111111,Eloise DeTour,"""I can't- this can't be true."" click[end]"
11311112,You,"""He could've been going to Pettiget Island."""
113111121,Eloise DeTour,"""For what reason? We don't know anyone there, he hated sailing."""
1131111211,Eloise DeTour,"""Who even are you, I'm calling the police."" click[end]"
11312,You,"""He's dead, killed at sea."""
113121,Eloise DeTour,"""Killed at sea!? What was he doing out there?! He didn't even like the sea!"""
1131211,Eloise DeTour,"""Is this some sort of sick joke? Who are you!? I'm calling the police."" click[end]"
2,You,"""I'm a detective with Abra PD, is this Evan Banks' mother?"""
21,Eloise DeTour,"""yes it is- is there some update with the case?"""
211,You,"""Yes, I just need to ask you some questions."""
2111,You,"""When did you last see Evan?"""
21111,Eloise DeTour,"""On the 9th. He was going out for something, but didn't say what."""
211111,Eloise DeTour,"""He normally comes home around midnight if he's hanging out with friends, but I called all of them and they said they hadn't seen him.""[back211]"
2112,You,"""What did Evan do for work, for fun?"""
21121,Eloise DeTour,"""For work? He worked at the docks in Abra, which he absolutely hated.""[back211]"
2113,You,"""Did Evan own a brown fishing jacket?"""
21131,Eloise DeTour,"""You sure it wasn't some sort of survival gear? That'd be more like him.""[back211]"
2114,You,"""Did Evan have a boat?"""
21141,Eloise DeTour,"""God no, he works minimum wage.""[back211]"
2115,You,"""I have everything I need, thank you."""
21151,Eloise DeTour,"""Wait wait wait, what's the update?"""
211511,You,"""We found a body, I don't believe it's Evan's however."""
2115111,Eloise DeTour,"""I hope you're right then. Good bye."" click[end]"
211512,You,"""We found a body, it may be Evan."""
2115121,Eloise DeTour,"""I- I- I'm coming to the station, you need me to identify it right? I'll- oh my- one second."" click[end]"
212,You,"""Possibly, can you tell me about Evan?"""
2121,Eloise DeTour,"""Sure I suppose- he worked at the dock here in Abra, which he hated. He's much more interested in hiking and camping, that sort of thing."""
21211,Eloise DeTour,"""What else do you want to know?"""
212111,You,"""Why'd he hate his work?"""
2121111,Eloise DeTour,"""He hates the water, really, always hated boats. I think he only works at the dock cause- well- it's all he could get.""[back21211]"
212112,You,"""When did you last see him?"""
2121121,Eloise DeTour,"""April 9th, he left that morning, when he didn't come home I called his friends and they didn't know where he was either, and that's when I called the police.""[back21211]"
212113,You,"""Did he own a brown fishing jacket?"""
2121131,Eloise DeTour,"""You sure it wasn't some survival gear? Cause he didn't fish.""[back21211]"
212114,You,"""I think I know all I need to now.""[end]"
213,You,"""No, I'm calling for a different case."""
2131,Eloise DeTour,"""Why're you ringing me then?"""
21311,You,"""I need you to tell me when you last saw Evan."""
213111,Eloise DeTour,"""Oh, uh, April 9th.""[back2131]"
21312,You,"""I need to confirm some things about Evan."""
213121,You,"""Does he own a brown fishing jacket?"""
2131211,Eloise DeTour,"""No I don't think so, he didn't fish.""[back21312]"
213122,You,"""Does he have a boat?"""
2131221,Eloise DeTour,"""God no, what a waste of money. I'd be baffled if he got one."""
21312211,Eloise DeTour,"""And confused as to how he afforded it.""[back21312]"
213123,You,"""That's all, thanks for your time.""[end]"
12313,You,"""To see if they're related."""
213131,Eloise DeTour,"""Alright I suppose-.""[back21312]"
3,You,"""Can you answer a few questions?"""
31,Eloise DeTour,"""I'm not interested in whatever you're selling"""
311,You,"""No no no, I'm a detective."""
3111,Eloise DeTour,"""Well why didn't you say so?""[back111]"
312,You,"""It's about Evan."""
3121,Eloise DeTour,"""..."""
31211,Eloise DeTour,"""Did you find him?""[back212]"
@0,Renee Bondopulos,"""Hello?"""
1,You,"""Hello, is this Renee Bondopulos?"""
11,Renee Bondopulos,"""This is her, and you are?"""
111,You,"""I'm a detective with the ACPD."""
1111,Renee Bondopulos,"""I see, and you're calling about?"""
11111,You,"""Your father, Eugene."""
111111,You,"""When did you last see him?"""
1111111,Renee Bondopulos,"""April 5th. He seemed excited, but also busy, so I didn't want to bother him. The next day when he wasn't at home I reported him missing.""[back11111][unlock111114]"
111112,You,"""Does he own a brown fishing jacket?"""
1111121,Renee Bondopulos,"""He definitely could've, he owned a lot of fishing gear.""[back11111]"
111113,You,"""No further questions.""[end]"""
111114,You,"[locked] ""What was he busy doing?"""
1111141,Renee Bondopulos,"""Oh I dunno, he was digging through his closet when I looked in.""[back11111]"
112,You,"""I'm curious what you can tell me about Eugene Bondopulos."""
1121,Renee Bondopulos,"""Well that curiosity isn't going to be satisfied here."" click[end]"
2,You,"""Hello I just have a few questions about Eugene Bondopulos."""
21,Renee Bondopulos,"""Why? Who are you?"""
211,You,"""I'm a detective, I just need to get some more information about your father."""
2111,Renee Bondopulos,"""Very well I suppose.""[back11111]"
212,You,"""That's not important, just answer my questions."""
2121,Renee Bondopulos,"""With that kind of attitude, you won't get anything out of me.""[end]"
3,You,"""This is the Abra Police Department, do you have a moment?"""
31,Renee Bondopulos,"""Why?"""
311,You,"""I was hoping you could answer some questions about your father."""
3111,Renee Bondopulos,"""Alright, I've got a second."""
31111,You,"""When did you last see Eugene?"""
311111,Renee Bondopulos,"""April 5th, he was busy packing something I think. I had to go to class then and when I got back he was gone.""[back3111]"
31112,You,"""Does Eugene go fishing often?"""
311121,Renee Bondopulos,"""Oh all the time. He was a fisher, and even when he wasn't at work, all he wanted to do was fish.""[back3111]"
31113,You,"""Does your father own a brown fishing jacket?"""
311131,Renee Bondopulos,"""He probably does, he's got all sorts of fishing gear.""[back3111]"
31114,You,"""That's all, thanks for your help.""[end]"
312,You,"""I'm working a case and need to ID the victim."""
3121,Renee Bondopulos,"""You think it may be my father?"""
31211,Renee Bondopulos,"""...what do you need to know?"""
312111,You,"""When did you last see Eugene?"""
3121111,Renee Bondopulos,"""April 5th, he was busy in his room so I didn't bug him. I went to a class and when I got back he was gone.""[back31211]"
312112,You,"""Does Eugene go fishing often?"""
3121121,Renee Bondopulos,"""Oh all the time. He was a fisher, and even when he wasn't at work, all he wanted to do was fish.""[back31211]"
312113,You,"""Does your father own a brown fishing jacket?"""
3121131,Renee Bondopulos,"""Probably. I don't know for sure, but he had all sorts of fishing gear.""[back31211]"
312114,You,"""That's all, thanks for your help."""
3121141,Renee Bondopulos,"""Wait, is that enough? Is it- did you find Dad?"""
31211411,You,"""It's not him, don't worry.""[end]"
31211412,You,"""Possibly, we'll be in touch.""[end]"
31211413,You,"""Unfortunately it's likely, someone from the department will call you soon.""[end]"
@0,Carter Plank,"""Hello, who is this?"""
1,You,"""I'm just calling from the Abra Police Department, got a few questions."""
11,Carter Plank,"""I'm not in trouble am I?"""
111,You,"""No no, I'm not throwing the book at you."""
1111,Carter Plank,"""Oh, right. What do you need to know?"""
11111,You,"""Who saw him last?"""
111111,Carter Plank,"""Probably his buddies at work. I talked to him earlier this month, around the 3rd maybe."""
1111111,Carter Plank,"""When I went by on the 9th just to say hi he wasn't around, and his boss said he hadn't been to work in a day or two, so I reported him missing.""[back1111]"
11112,You,"""What does he do for work?"""
111121,Carter Plank,"""He's a fisherman, works around here in Oldport. I don't really know exactly what he does, but he sure stays busy.""[back1111][unlock11116]"
11114,You,"""Does he own a boat?"""
111141,Carter Plank,"""I think so, yeah yeah he's talked about it before.""[back1111]"
11115,You,"""I think I have everything."""
111151,Carter Plank,"""Hope I was some help.""[end]"
11116,You,"[locked] ""Do you think he might have any other jobs?"""
111161,Carter Plank,"""I mean, probably, guy's gotta pay the bills right?""[back1111]"
112,You,"""Not unless you did something illegal."""
1121,Carter Plank,"""Right, of course. Why're you calling then?"""
11211,You,"""It's about your uncle.""[back1111]"
113,You,"""Not as long as you answer my questions fully."""
1131,Carter Plank,"""The fullest! I'll spare no detail."""
11311,You,"""Who saw him last?"""
113111,Carter Plank,"""So- probably someone he worked with I assume. He works almost daily, and I'm only able to visit a few times a month."""
1131111,Carter Plank,"""I saw him on the 3rd, just chatting, checking up. He lives alone so I try to make an effort in visiting him. I went by again on the 9th and he wasn't there."""
11311111,Carter Plank,"""I called his boss and they said he hadn't come in since the 7th, so after a bit more calling around I decided to call the police.""[back1131]"
11312,You,"""What did he do for work?"""
113121,Carter Plank,"""He was always doing something out on the water, but I've never really been sure what."""
1131211,Carter Plank,"""He went to Pettiget a lot, but that's really all I know.""[back1131]"
11313,You,"""Does he own a brown fishing jacket?"""
113131,Carter Plank,"""Oh jeez, I'll have to really wrack my memory."""
1131311,Carter Plank,"""I don't- I mean-... probably?"""
11313111,Carter Plank,"""That's the best I can remember.""[back1131]"
11314,You,"""Does he own a boat?"""
113141,Carter Plank,"""Sure does, dunno how he'd- y'know, be a fisherman without one.""[back1131]"
11315,You,"""I think that's enough."""
113151,Carter Plank,"""I'm good, right?""[end]"
2,You,"""I'm a detective, is this Carter Plank?"""
21,Carter Plank,"""Mmmmmmyyesss?"""
211,You,"""I've just got a few questions about your uncle, Timothy Plank."""
2111,Carter Plank,"""Oh that makes sense.""[back1111]"
212,You,"""..are you sure?"""
2121,Carter Plank,"""Yeah."""
21211,Carter Plank,"""Sorry I'm just tired."""
212111,You,"""I need to talk to you about your uncle.""[back1111]"
3,You,"""Could I just have a moment of your time?"""
31,Carter Plank,"""Whatever it is, I don't want it."""
311,You,"""I'm not a salesperson, I'm a detective."""
3111,Carter Plank,"""You shoulda led with that then. What's up?"""
31111,You,"""I need to know when your uncle was last seen."""
311111,Carter Plank,"""By me? On the 3rd. I didn't see him every day though, I mean- I only noticed he was missing about a week later.""[back3111]"
31112,You,"""What does Timothy Plank do for work?"""
311121,Carter Plank,"""He's a fisherman, through and through. Always busy too.""[back3111]"
31113,You,"""Do you know if your uncle owns a brown fishing jacket?"""
311131,Carter Plank,"""I would assume so. He's got all that sorta stuff."" [back3111]"
31114,You,"""Does your uncle own a boat?"""
311141,Carter Plank,"""Sure does. I don't think it's anything fancy though.""[back3111]"
31115,You,"""That's everything.""[end]"
312,You,"""It's about your uncle."""
3121,Carter Plank,"""Oh? Is there any news about him?"""
31211,You,"""Maybe, I just have a few questions.""[back1111]"
@0,Daisy Beebug,"""Hello?"""
1,You,"""Hello, am I speaking to Daisy Beebug?"""
11,Daisy Beebug,"""You are. Who is this?"""
111,You,"""I'm with the ACPD, calling about Tara Pesci."""
1111,Daisy Beebug,"""Oh oh oh, do you have any leads yet?"""
11111,Daisy Beebug,"""I'm starting to be really worried, like- even more worried than I already was."""
111111,You,"""Possibly, I need you to answer some questions to help."""
1111111,Daisy Beebug,"""Ok, of course, what do you need to know?"""
11111111,You,"""When did you last see Tara?"""
111111111,Daisy Beebug,"""April 9th, she went out to work at the same time she always does."""
1111111111,Daisy Beebug,"""Even though she didn't come home that night, I didn't think much of it, she typically hangs out with friends way past when I go to sleep."""
11111111111,Daisy Beebug,"""When I woke up and she wasn't there, that's when I knew something was wrong.""[back1111111]"
11111112,You,"""What does Tara do for work?"""
111111121,Daisy Beebug,"""She's a fisherwoman here in Oldport, she's got a few side gigs too.""[back1111111]"
11111113,You,"""Does Tara own a brown fishing jacket?"""
111111131,Daisy Beebug,"""Absolutely not. Brown is not her color, and she's got such a small wardrobe I know all of it.""[back1111111]"
11111114,You,"""That's all, thanks for your help."""
111111141,Daisy Beebug,"""You'll call me if you find her, right?"""
1111111411,You,"""You'll be notified immediately.""[end]"
111112,You,"""We're working on it, I'm sure she's okay, I just have some questions for you.""[back1111111]"
112,You,"""I'm a detective."""
1121,Daisy Beebug,"""...is this about Tara?"""
11211,You,"""Yes, I've just got a few questions.""[back1111111]"
2,You,"""Hi, I'm calling with a few questions about Tara Pesci."""
21,Daisy Beebug,"""Are you like- a reporter or something?"""
211,You,"""..yes, I am."""
2111,Daisy Beebug,"""Well, I'm glad Tara's disappearance is finally getting some attention. What are your questions?"""
21111,You,"""When did you last see Tara?"""
211111,Daisy Beebug,"""I saw her a few days ago when she went to work, I didn't think much of it when she didn't come back before I slept, she's out late a lot.""[back2111]"
21112,You,"""What does Tara do for work?"""
211121,Daisy Beebug,"""She's a fisherwoman, and a damn good one! Make sure to add that.""[back2111]"
21113,You,"""Does Tara own a brown fishing jacket?"""
211131,Daisy Beebug,"""Does she- what? Why is that relevant?"""
2111311,You,"""One was found in a wreck that just washed up."""
21113111,Daisy Beebug,"""Wh- what? Oh- weird."""
211131111,Daisy Beebug,"""Uh, no, she doesn't have a brown jacket. Brown doesn't suit her.""[back2111]"
2111312,You,"""I didn't write the questions."""
21113121,Daisy Beebug,"""Okayyy- well, no, she doesn't have one.""[back2111]"
21114,You,"""Does Tara own a boat?"""
211141,Daisy Beebug,"""Mhm! Just a little thing, but it's her pride and joy.""[back2111]"
21115,You,"""That's everything, thanks for your time.""[end]"
212,You,"""I'm a detective."""
2121,Daisy Beebug,"""Oh! Have you found her? Do you have a lead?"""
21211,You,"""We're working on it."""
212111,Daisy Beebug,"""Well, ask your questions then!""[back1111111]"
21212,You,"""Nothing solid yet."""
212121,Daisy Beebug,"""That's too bad- ask whatever you need to, I suppose.""[back1111111]"
3,You,"""I'm a detective with Abra PD, do you have a second?"""
31,Daisy Beebug,"""Oh, yes I suppose so. Is this about Tara?"""
311,You,"""It is, I just have a few questions that would help our investigation."""
3111,Daisy Beebug,"""Well then I have more than a second, what do you need?""[back1111111]"
312,You,"""It's for a different case, but related."""
3121,Daisy Beebug,"""Very well, how can I help?""[back1111111]"
